0.922140	0.948800	-0.316420	-8789.310856
0.916230	0.931790	-0.318850	-8754.636826
0.926480	0.959820	-0.314830	-8741.157536
0.941110	0.961950	-0.265400	-8735.223716
0.950920	0.941570	-0.218100	-8706.199266
0.947500	0.912920	-0.255860	-8658.052056
0.964470	0.940500	-0.381350	-8603.703936
0.941610	0.955520	-0.195560	-8596.526966
0.923800	0.909070	-0.260460	-8587.040246
0.955360	0.917470	-0.223630	-8585.897836
0.945700	0.903100	-0.299450	-8562.071706
0.930900	0.912250	-0.400800	-8533.112866
0.982830	0.940290	-0.240730	-8414.374536
0.907050	0.941100	-0.415990	-8399.279026
0.985180	0.942120	-0.252010	-8394.592296
0.975650	0.947380	-0.197860	-8384.898156
0.983150	0.914980	-0.304520	-8326.246836
0.934120	0.940850	-0.477700	-8270.548056
0.913300	0.956190	-0.450140	-8224.906446
0.897860	0.910880	-0.225880	-8169.652606
0.987150	0.938870	-0.404630	-8168.359626
0.889330	0.954370	-0.367110	-8130.051476
0.948240	0.910290	-0.138210	-8118.656166
0.981900	0.980610	-0.244760	-8102.297036
0.997100	0.963280	-0.256630	-8056.529716
0.971770	0.989950	-0.364380	-8033.779816
1.002790	0.920120	-0.273870	-7968.217486
0.902800	0.955730	-0.466480	-7966.627856
0.905630	0.994880	-0.291550	-7961.373936
0.911410	0.932890	-0.500140	-7948.235306
0.944180	0.956520	-0.507870	-7946.169056
0.950770	0.913320	-0.499730	-7923.647936
0.985260	0.982050	-0.204060	-7918.606926
0.956950	0.991210	-0.431440	-7890.807996
0.965300	0.971630	-0.474850	-7878.973236
0.961770	0.961390	-0.096960	-7874.879036
1.002340	0.951210	-0.390700	-7867.063096
0.963880	0.914590	-0.498930	-7820.372286
0.982970	0.900050	-0.177520	-7808.599826
1.005450	0.949390	-0.390410	-7801.165806
0.968500	0.923570	-0.508890	-7763.277366
0.904910	0.879350	-0.335600	-7730.490296
0.982950	0.958760	-0.484940	-7689.738996
0.945500	0.952330	-0.055180	-7643.720286
1.018950	0.931100	-0.252260	-7608.697366
0.981440	0.879960	-0.311730	-7586.437116
0.887400	0.953230	-0.475180	-7575.997436
0.969400	0.991290	-0.119000	-7560.893946
1.012600	0.933720	-0.165990	-7517.652146
0.906910	1.007340	-0.195830	-7514.444356
0.990480	0.976540	-0.460830	-7507.317446
0.940170	0.945980	-0.562850	-7497.032596
1.008860	0.986320	-0.278250	-7493.587116
0.946860	0.866900	-0.336350	-7482.459256
0.901580	0.981080	-0.490220	-7419.987926
0.966040	0.874410	-0.197420	-7418.401106
0.988160	0.909660	-0.491830	-7407.421906
0.884680	0.989960	-0.390140	-7399.283316
0.999280	0.973020	-0.124730	-7399.150856
0.949700	0.995660	-0.087270	-7391.839096
0.923210	0.935360	-0.034640	-7361.808386
1.016260	0.936210	-0.429480	-7350.776576
0.988580	1.007350	-0.197070	-7334.702636
0.988360	1.010420	-0.356340	-7334.536246
0.943700	0.902660	-0.057720	-7331.430266
0.961200	0.920040	-0.562870	-7306.822786
0.865930	0.961960	-0.350830	-7294.617546
0.932880	0.942840	-0.021680	-7292.887726
0.958240	0.989560	-0.519010	-7284.871116
0.955620	0.867640	-0.202920	-7278.884996
0.963910	0.879350	-0.469130	-7259.333206
0.926850	0.994080	-0.069220	-7235.143386
0.966190	0.879230	-0.469410	-7223.412666
0.971590	0.990600	-0.508830	-7209.372696
0.939200	0.987420	-0.048120	-7206.802866
0.986920	0.973760	-0.068470	-7203.532826
1.016890	0.988010	-0.208730	-7144.930756
0.992730	1.015220	-0.209490	-7103.168436
0.920700	0.860020	-0.248450	-7101.718286
0.982340	1.019760	-0.184060	-7080.448736
0.869030	0.892640	-0.256710	-7074.357186
0.940560	0.865500	-0.162980	-7056.953326
0.959440	0.860690	-0.377060	-7023.404406
0.914900	0.945750	-0.010980	-7012.533076
0.984580	0.945400	-0.024330	-7011.791366
0.935510	0.860210	-0.198090	-7002.983426
0.931920	0.993220	-0.547510	-6997.547856
1.021050	0.946350	-0.111360	-6993.308126
1.032350	0.904380	-0.293910	-6941.400486
0.875710	0.960990	-0.100800	-6924.197936
0.954290	1.034580	-0.400290	-6908.114206
1.038370	0.938930	-0.385250	-6882.654226
1.023900	0.934210	-0.105370	-6869.683956
1.002980	0.872830	-0.332130	-6854.697686
0.873440	0.992570	-0.418010	-6840.640886
0.994090	0.887850	-0.488100	-6835.631646
0.891700	0.957080	-0.566960	-6832.449276
0.980000	0.981740	-0.552530	-6831.210726
1.001670	0.942480	-0.035350	-6821.010996
0.922640	0.912170	-0.003390	-6788.463086
0.905580	0.898080	-0.576670	-6782.825666
0.994910	0.872300	-0.412410	-6771.310086
0.903160	1.025500	-0.422950	-6770.925996
0.934810	0.947750	-0.622290	-6767.837666
1.018130	0.993330	-0.424880	-6767.688986
1.014640	1.006540	-0.190770	-6765.272726
0.929520	1.042780	-0.369000	-6761.967446
0.881000	0.980550	-0.506900	-6759.157686
0.939580	1.048010	-0.289010	-6752.198956
1.036300	0.902120	-0.246400	-6747.530356
0.888700	0.891110	-0.090640	-6726.916186
1.001330	0.968860	-0.542670	-6689.838056
1.024750	0.941950	-0.080240	-6671.808346
0.991010	1.020570	-0.438610	-6668.970886
1.007470	1.019390	-0.366230	-6665.016466
0.985390	0.859010	-0.261270	-6661.820346
0.934250	0.875170	-0.064270	-6643.893626
0.939870	0.967780	0.025880	-6623.574206
1.013520	0.909370	-0.063700	-6578.340186
0.987280	1.032840	-0.399950	-6570.927566
0.880660	1.021650	-0.215440	-6569.079896
0.901820	1.033420	-0.407770	-6568.744796
1.035370	0.987900	-0.189620	-6562.320186
0.865090	0.995540	-0.392290	-6547.864106
0.993610	0.995600	-0.529240	-6542.658956
0.946220	0.898550	-0.613600	-6517.188336
0.929800	1.045770	-0.406870	-6509.239546
0.915440	0.882080	-0.043190	-6505.550706
0.851480	0.951450	-0.417800	-6478.321816
1.025990	0.902260	-0.103380	-6449.243536
0.896580	0.996010	-0.555200	-6394.177986
1.010920	0.919490	-0.024570	-6393.830826
0.965410	1.007060	-0.562520	-6377.064296
0.937230	0.895510	-0.621920	-6376.050536
0.850020	0.971440	-0.360960	-6375.231646
1.024460	0.947450	-0.527260	-6373.974536
0.964750	0.888380	-0.008430	-6362.968876
1.055280	0.917040	-0.261880	-6354.886256
0.875210	1.025760	-0.273300	-6354.817996
0.992210	0.944250	0.022480	-6351.321736
0.923600	0.965180	0.042320	-6336.535056
0.961230	0.958980	0.049640	-6317.718696
1.001560	0.858590	-0.293350	-6313.159136
0.985350	0.851520	-0.290320	-6306.181026
0.950250	0.917220	-0.647660	-6300.188726
1.026420	1.014140	-0.199440	-6294.569846
1.035300	0.889360	-0.389080	-6291.766946
0.915800	0.947620	0.045230	-6285.665016
0.931290	0.844690	-0.221300	-6285.160856
0.861900	0.918000	-0.525700	-6272.793246
0.916530	0.927620	0.044500	-6241.045606
0.846630	0.941360	-0.424350	-6235.013166
0.928660	0.949030	-0.658050	-6230.258976
1.003410	0.880370	-0.506890	-6217.400686
0.912200	0.848850	-0.436510	-6198.210796
1.026080	1.022750	-0.259240	-6196.065576
1.054650	0.973330	-0.191410	-6161.986506
0.841370	0.945090	-0.358870	-6144.480916
0.966920	0.843910	-0.342450	-6131.378866
0.925990	0.998040	-0.609460	-6127.929556
0.907150	1.048650	-0.146990	-6112.659536
0.958360	1.029560	-0.533650	-6098.243986
0.925830	0.983300	0.047790	-6085.066116
0.907720	0.972530	-0.636330	-6076.383736
0.983360	0.873900	-0.549640	-6047.058836
1.016120	0.879850	-0.090680	-6038.772526
0.999100	1.038680	-0.424550	-6035.738376
0.848660	0.927500	-0.133610	-6031.415886
0.971060	1.014820	-0.569980	-6020.975346
0.943510	1.045280	-0.500630	-5937.310946
1.000850	0.877220	-0.047710	-5922.787676
0.866920	0.874630	-0.141090	-5922.515106
0.937480	0.848000	-0.118050	-5912.158076
0.928400	0.907410	-0.668720	-5912.065436
0.855200	0.968840	-0.503390	-5909.294676
1.028390	1.025320	-0.379450	-5896.836186
0.976260	1.063070	-0.348000	-5887.782186
1.033700	0.869590	-0.303590	-5885.525956
0.877840	0.894980	-0.032520	-5883.044836
0.950480	0.899060	-0.657610	-5875.715516
1.059180	0.911700	-0.399390	-5872.499536
0.928520	1.032480	-0.553170	-5824.401696
1.039480	1.022380	-0.270480	-5811.703506
1.002380	1.048310	-0.173430	-5807.778956
0.895370	0.977710	-0.631810	-5807.033956
0.876470	0.928990	-0.624520	-5798.635526
0.899830	0.971920	0.051060	-5794.876206
1.062340	0.980660	-0.187740	-5778.740146
0.996440	1.048020	-0.135990	-5767.494386
0.846690	0.973060	-0.139710	-5765.791056
1.011430	1.049280	-0.318470	-5754.164456
1.054330	1.004800	-0.256160	-5751.288126
0.845200	0.951000	-0.119780	-5743.736016
1.026670	0.909360	-0.011350	-5734.384096
0.943160	0.900920	0.065530	-5730.023016
1.003360	0.933220	-0.631980	-5720.593796
0.885190	0.881070	-0.593970	-5719.265926
0.914720	1.018790	0.015470	-5705.801526
0.982710	0.872850	-0.579140	-5692.302296
1.016040	0.940910	-0.609950	-5689.257996
1.025060	0.887770	-0.047490	-5676.821046
0.884460	0.994400	-0.592280	-5675.998226
0.887050	0.959270	0.044760	-5663.088816
0.994720	0.936140	-0.651200	-5655.718426
