-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,-0.0001,0.000051,0.00000006
0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.000052,0.00000024
-0.00022,-0.00022,-0.00022,-0.00022,-0.00022,-0.00022,0.000051,2.904E-07
0.00022,0.00022,0.00022,0.00022,0.00022,0.00022,0.000052,2.904E-07
-0.00024,-0.00024,-0.00024,-0.00024,-0.00024,-0.00024,0.000051,3.456E-07
0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.000053,8.664E-07
-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,-0.0005,0.000052,0.0000015
-0.00058,-0.00058,-0.00058,-0.00058,-0.00058,-0.00058,0.000052,2.0184E-06
-0.00072,-0.00072,-0.00072,-0.00072,-0.00072,-0.00072,0.000053,3.1104E-06
0.00088,0.00088,0.00088,0.00088,0.00088,0.00088,0.000057,4.6464E-06
-0.00102,-0.00102,-0.00102,-0.00102,-0.00102,-0.00102,0.000056,6.2424E-06
0.00108,0.00108,0.00108,0.00108,0.00108,0.00108,0.00006,6.9984E-06
0.00112,0.00112,0.00112,0.00112,0.00112,0.00112,0.00006,7.5264E-06
-0.00116,-0.00116,-0.00116,-0.00116,-0.00116,-0.00116,0.000058,8.0736E-06
-0.00124,-0.00124,-0.00124,-0.00124,-0.00124,-0.00124,0.000059,9.2256E-06
0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.000063,0.00001014
0.00134,0.00134,0.00134,0.00134,0.00134,0.00134,0.000064,1.07736E-05
0.00146,0.00146,0.00146,0.00146,0.00146,0.00146,0.000066,1.27896E-05
-0.00146,-0.00146,-0.00146,-0.00146,-0.00146,-0.00146,0.000062,1.27896E-05
0.00152,0.00152,0.00152,0.00152,0.00152,0.00152,0.000067,1.38624E-05
-0.00162,-0.00162,-0.00162,-0.00162,-0.00162,-0.00162,0.000065,1.57464E-05
0.00192,0.00192,0.00192,0.00192,0.00192,0.00192,0.000076,2.21184E-05
0.00206,0.00206,0.00206,0.00206,0.00206,0.00206,0.00008,2.54616E-05
0.00218,0.00218,0.00218,0.00218,0.00218,0.00218,0.000083,2.85144E-05
0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.000084,0.00002904
-0.00222,-0.00222,-0.00222,-0.00222,-0.00222,-0.00222,0.000078,2.95704E-05
-0.0024,-0.0024,-0.0024,-0.0024,-0.0024,-0.0024,0.000082,0.00003456
-0.00244,-0.00244,-0.00244,-0.00244,-0.00244,-0.00244,0.000083,3.57216E-05
0.00258,0.00258,0.00258,0.00258,0.00258,0.00258,0.000095,3.99384E-05
0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.000098,4.24536E-05
0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.000099,0.00004374
0.00276,0.00276,0.00276,0.00276,0.00276,0.00276,0.000101,4.57056E-05
0.00282,0.00282,0.00282,0.00282,0.00282,0.00282,0.000103,4.77144E-05
-0.00292,-0.00292,-0.00292,-0.00292,-0.00292,-0.00292,0.000098,5.11584E-05
0.0031,0.0031,0.0031,0.0031,0.0031,0.0031,0.000113,0.00005766
0.00316,0.00316,0.00316,0.00316,0.00316,0.00316,0.000116,5.99136E-05
0.00322,0.00322,0.00322,0.00322,0.00322,0.00322,0.000118,6.22104E-05
-0.00332,-0.00332,-0.00332,-0.00332,-0.00332,-0.00332,0.000113,6.61344E-05
0.00344,0.00344,0.00344,0.00344,0.00344,0.00344,0.000127,7.10016E-05
0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.000131,7.43424E-05
0.0036,0.0036,0.0036,0.0036,0.0036,0.0036,0.000134,0.00007776
-0.00368,-0.00368,-0.00368,-0.00368,-0.00368,-0.00368,0.000127,8.12544E-05
-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,-0.0037,0.000128,0.00008214
0.00372,0.00372,0.00372,0.00372,0.00372,0.00372,0.00014,8.30304E-05
0.00376,0.00376,0.00376,0.00376,0.00376,0.00376,0.000142,8.48256E-05
