<Nodes>
0		19.5		4.75231314;
1		19.5		3.75231314;
2		19.5		2.75231314;
3		19.5		1.75231326;
4		19.5		0.752313256;
5		18.5		4.75231314;
6		18.5		3.75231314;
7		18.5		2.75231314;
8		18.5		1.75231326;
9		18.5		0.752313256;
10		17.5		4.75231314;
11		17.5		3.75231314;
12		17.5		2.75231314;
13		17.5		1.75231326;
14		17.5		0.752313256;
15		16.5		4.75231314;
16		16.5		3.75231314;
17		16.5		2.75231314;
18		16.5		1.75231326;
19		16.5		0.752313256;
20		15.5		4.75231314;
21		15.5		3.75231314;
22		15.5		2.75231314;
23		15.5		1.75231326;
24		15.5		0.752313256;
25		14.5		4.75231314;
26		14.5		3.75231314;
27		14.5		2.75231314;
28		14.5		1.75231326;
29		14.5		0.752313256;
30		13.5		4.75231314;
31		13.5		3.75231314;
32		13.5		2.75231314;
33		13.5		1.75231326;
34		13.5		0.752313256;
35		12.5		4.75231314;
36		12.5		3.75231314;
37		12.5		2.75231314;
38		12.5		1.75231326;
39		12.5		0.752313256;
40		11.5		4.75231314;
41		11.5		3.75231314;
42		11.5		2.75231314;
43		11.5		1.75231326;
44		11.5		0.752313256;
45		10.5		4.75231314;
46		10.5		3.75231314;
47		10.5		2.75231314;
48		10.5		1.75231326;
49		10.5		0.752313256;
50		9.5		4.75231314;
51		9.5		3.75231314;
52		9.5		2.75231314;
53		9.5		1.75231326;
54		9.5		0.752313256;
55		8.5		4.75231314;
56		8.5		3.75231314;
57		8.5		2.75231314;
58		8.5		1.75231326;
59		8.5		0.752313256;
60		7.5		4.75231314;
61		7.5		3.75231314;
62		7.5		2.75231314;
63		7.5		1.75231326;
64		7.5		0.752313256;
65		6.5		4.75231314;
66		6.5		3.75231314;
67		6.5		2.75231314;
68		6.5		1.75231326;
69		6.5		0.752313256;
70		5.5		4.75231314;
71		5.5		3.75231314;
72		5.5		2.75231314;
73		5.5		1.75231326;
74		5.5		0.752313256;
75		4.5		4.75231314;
76		4.5		3.75231314;
77		4.5		2.75231314;
78		4.5		1.75231326;
79		4.5		0.752313256;
80		3.5		4.75231314;
81		3.5		3.75231314;
82		3.5		2.75231314;
83		3.5		1.75231326;
84		3.5		0.752313256;
85		2.5		4.75231314;
86		2.5		3.75231314;
87		2.5		2.75231314;
88		2.5		1.75231326;
89		2.5		0.752313256;
90		1.5		4.75231314;
91		1.5		3.75231314;
92		1.5		2.75231314;
93		1.5		1.75231326;
94		1.5		0.752313256;
95		0.5		4.75231314;
96		0.5		3.75231314;
97		0.5		2.75231314;
98		0.5		1.75231326;
99		0.5		0.752313256;
