0.000100	0.999863
0.000700	0.999866
0.000800	0.999866
0.000900	0.999866
0.001200	0.999868
0.001300	0.999868
0.001500	0.999869
0.001600	0.999869
0.001700	0.999870
0.002000	0.999871
0.002300	0.999872
0.002400	0.999873
0.002800	0.999875
0.003100	0.999876
0.003700	0.999879
0.004100	0.999881
0.005000	0.999886
0.006700	0.999897
0.007500	0.999903
0.008800	0.999913
0.010400	0.999926
0.010500	0.999927
0.011300	0.999934
0.011500	0.999936
0.011800	0.999939
0.012100	0.999942
0.012400	0.999945
0.012700	0.999948
0.013800	0.999959
0.014700	0.999968
0.014900	0.999971
0.015600	0.999979
0.016400	0.999988
0.017100	0.999996
0.017600	1.000002
0.017700	1.000004
0.017900	1.000006
0.018200	1.000010
0.018300	1.000011
0.018700	1.000016
0.019200	1.000023
0.019700	1.000030
0.020500	1.000041
0.021000	1.000048
0.022900	1.000076
0.023500	1.000085
0.024400	1.000099
0.024700	1.000104
0.025400	1.000115
0.027200	1.000146
0.028500	1.000169
0.028600	1.000171
0.029100	1.000180
0.029500	1.000187
0.029600	1.000189
0.030300	1.000202
0.030500	1.000206
0.030600	1.000208
0.031000	1.000216
0.031500	1.000226
0.031800	1.000232
0.033400	1.000264
0.034300	1.000283
0.034800	1.000293
0.037300	1.000348
0.037700	1.000357
0.038100	1.000367
0.038200	1.000369
0.039400	1.000397
0.039600	1.000402
0.040500	1.000423
0.040900	1.000433
0.041500	1.000448
0.044100	1.000514
0.045900	1.000562
0.048200	1.000626
0.048400	1.000631
0.050200	1.000683
0.052500	1.000752
0.052700	1.000758
0.053100	1.000770
0.053600	1.000786
0.053700	1.000789
0.054100	1.000801
0.054600	1.000817
0.055600	1.000849
0.056700	1.000884
0.058200	1.000934
0.058500	1.000944
0.059400	1.000974
0.059600	1.000981
0.059900	1.000991
0.060300	1.001005
0.060800	1.001023
0.062300	1.001075
0.063300	1.001111
0.063600	1.001122
0.064200	1.001144
0.065200	1.001180
0.065300	1.001184
0.065500	1.001191
0.066100	1.001214
0.067100	1.001251
0.067200	1.001255
0.069200	1.001332
0.070000	1.001364
0.070100	1.001368
0.070700	1.001391
0.071900	1.001440
0.074300	1.001538
0.075900	1.001605
0.076000	1.001610
0.078000	1.001696
0.080600	1.001811
0.081300	1.001842
0.084900	1.002008
0.085300	1.002027
0.085800	1.002051
0.085900	1.002056
0.086300	1.002075
0.086400	1.002079
0.086800	1.002099
0.087600	1.002137
0.088100	1.002161
0.088300	1.002171
0.088700	1.002191
0.089500	1.002230
0.089600	1.002235
0.089800	1.002245
0.092700	1.002391
0.092900	1.002401
0.093600	1.002437
0.094000	1.002458
0.094300	1.002473
0.094400	1.002478
0.095000	1.002510
0.095600	1.002541
0.095800	1.002551
0.096100	1.002567
0.096400	1.002583
0.097000	1.002615
0.097300	1.002631
0.098400	1.002690
0.100400	1.002799
0.100800	1.002821
0.101500	1.002860
0.102100	1.002893
0.102900	1.002938
0.103100	1.002949
0.103500	1.002972
0.106100	1.003120
0.106800	1.003161
0.108900	1.003284
0.109900	1.003344
0.110200	1.003362
0.110400	1.003374
0.112400	1.003495
0.113300	1.003550
0.113900	1.003587
0.114000	1.003593
0.114900	1.003649
0.116400	1.003743
0.117600	1.003819
0.118800	1.003896
0.119100	1.003915
0.119300	1.003928
0.120100	1.003980
0.120300	1.003993
0.122000	1.004104
0.122100	1.004111
0.122400	1.004131
0.122800	1.004157
0.123700	1.004217
0.123800	1.004224
0.124000	1.004237
0.124300	1.004257
0.125500	1.004338
0.125800	1.004358
0.128000	1.004509
0.128900	1.004571
0.129300	1.004599
0.130800	1.004704
0.130900	1.004711
0.131200	1.004732
0.131400	1.004746
0.131800	1.004774
0.132000	1.004788
0.132400	1.004817
0.132500	1.004824
0.132800	1.004845
0.133000	1.004860
0.135300	1.005025
0.135900	1.005069
0.136700	1.005127
0.137000	1.005149
0.137400	1.005179
0.137600	1.005194
0.138100	1.005230
0.138300	1.005245
0.138500	1.005260
0.138600	1.005268
0.139800	1.005357
0.140900	1.005440
0.141000	1.005447
0.141300	1.005470
0.141500	1.005485
0.141800	1.005508
0.142000	1.005523
0.143100	1.005607
0.144100	1.005684
0.145500	1.005792
0.145600	1.005800
0.145700	1.005807
0.145900	1.005823
0.146000	1.005831
0.146200	1.005846
0.146900	1.005901
0.147600	1.005956
0.148300	1.006011
0.149500	1.006107
0.149800	1.006131
0.150100	1.006155
0.150800	1.006211
0.152000	1.006308
0.152300	1.006332
0.152900	1.006381
0.153400	1.006422
0.153500	1.006430
0.155100	1.006561
0.155800	1.006619
0.156400	1.006669
0.156800	1.006702
0.158500	1.006845
0.159700	1.006946
